date,total,filter,remove,ratio
2021-12-26,23,1,0,0.04
2021-12-28,16,1,0,0.06
2021-12-30,21,3,0,0.14
2022-01-02,18,0,0,0.0
2022-01-08,23,0,0,0.0
2022-01-10,14,1,5,0.07
2022-01-12,21,4,0,0.19
2022-01-14,19,6,0,0.32
2022-01-16,19,2,0,0.11
2022-01-18,28,0,1,0.0
2022-01-20,22,1,0,0.05
2022-01-22,21,1,0,0.05
2022-01-24,21,0,3,0.0
2022-01-26,24,3,0,0.12
2022-01-28,18,1,1,0.06
2022-01-30,19,5,0,0.26
2022-02-02,24,0,0,0.0
2022-02-04,27,3,0,0.11
2022-02-06,26,7,0,0.27
2022-02-08,19,1,2,0.05
2022-02-10,35,4,0,0.11
2022-02-12,29,0,0,0.0
2022-02-14,18,3,0,0.17
2022-02-16,27,1,0,0.04
2022-02-18,25,1,0,0.04
2022-02-20,29,2,0,0.07
2022-02-22,20,1,0,0.05
2022-02-26,17,6,0,0.35
2022-02-28,31,3,0,0.1
2022-03-02,23,0,0,0.0
2022-03-04,17,0,0,0.0
2022-03-06,17,0,1,0.0
2022-03-08,22,4,0,0.18
2022-03-10,29,2,2,0.07
2022-03-12,27,3,0,0.11
2022-03-14,35,2,0,0.06
2022-03-16,20,1,0,0.05
2022-03-18,24,3,0,0.12
2022-03-20,22,1,3,0.05
2022-03-22,18,0,0,0.0
2022-03-24,18,1,0,0.06
2022-03-26,22,1,0,0.05
2022-03-28,23,0,0,0.0
2022-03-30,20,2,0,0.1
2022-04-02,23,2,0,0.09
2022-04-04,48,6,0,0.12
2022-04-06,33,2,0,0.06
2022-04-08,44,1,1,0.02
2022-04-10,37,6,0,0.16
2022-04-12,40,6,0,0.15
2022-04-14,32,4,0,0.12
2022-04-16,29,3,0,0.1
2022-04-18,50,5,0,0.1
2022-04-20,31,4,0,0.13
2022-04-22,54,4,0,0.07
2022-04-24,37,0,0,0.0
2022-04-26,62,15,0,0.24
2022-04-28,39,6,0,0.15
2022-04-30,36,2,0,0.06
2022-05-02,34,5,0,0.15
2022-05-04,45,6,4,0.13
2022-05-06,38,4,0,0.11
2022-05-08,38,3,2,0.08
2022-05-10,31,4,0,0.13
2022-05-12,46,0,0,0.0
2022-05-14,33,5,0,0.15
2022-05-16,30,5,0,0.17
2022-05-18,58,12,0,0.21
2022-05-20,33,13,0,0.39
2022-05-22,40,4,0,0.1
2022-05-24,31,1,0,0.03
2022-05-26,37,3,0,0.08
2022-06-02,39,2,0,0.05
2022-06-04,33,2,2,0.06
2022-06-06,39,1,0,0.03
2022-06-08,36,2,0,0.06
2022-06-10,47,1,0,0.02
2022-06-12,46,1,0,0.02
2022-06-14,44,4,3,0.09
2022-06-16,42,0,0,0.0
2022-06-18,33,4,1,0.12
2022-06-20,25,1,3,0.04
2022-06-22,50,3,0,0.06
2022-06-24,43,6,0,0.14
2022-06-26,41,4,0,0.1
2022-06-28,48,6,0,0.12
2022-06-30,31,4,3,0.13
2022-07-02,36,0,0,0.0
2022-07-04,34,3,0,0.09
2022-07-06,41,0,0,0.0
2022-07-08,40,5,0,0.12
2022-07-10,36,4,0,0.11
2022-07-12,33,5,0,0.15
2022-07-14,30,9,0,0.3
2022-07-16,36,5,0,0.14
2022-07-18,36,6,0,0.17
2022-07-20,42,4,0,0.1
2022-07-22,47,7,5,0.15
2022-07-24,59,9,0,0.15
2022-07-26,38,2,3,0.05
2022-07-28,31,4,0,0.13
2022-07-30,45,2,0,0.04
2022-08-02,43,5,0,0.12
2022-08-04,48,3,0,0.06
2022-08-06,37,6,0,0.16
2022-08-08,46,6,2,0.13
2022-08-10,31,4,0,0.13
2022-08-12,36,3,0,0.08
2022-08-14,38,5,0,0.13
