date,total,filter,remove,ratio
2021-12-26,23,3,0,0.13
2021-12-28,16,0,0,0.0
2021-12-30,21,2,0,0.1
2022-01-02,18,2,0,0.11
2022-01-08,23,2,0,0.09
2022-01-10,19,2,0,0.11
2022-01-12,21,3,0,0.14
2022-01-14,19,2,0,0.11
2022-01-16,19,1,0,0.05
2022-01-18,29,10,0,0.34
2022-01-20,22,2,0,0.09
2022-01-22,19,3,2,0.16
2022-01-24,24,1,0,0.04
2022-01-26,24,2,0,0.08
2022-01-28,19,3,0,0.16
2022-01-30,19,1,0,0.05
2022-02-02,24,2,0,0.08
2022-02-04,27,4,0,0.15
2022-02-06,26,3,0,0.12
2022-02-08,21,2,0,0.1
2022-02-10,32,1,3,0.03
2022-02-12,29,4,0,0.14
2022-02-14,18,2,0,0.11
2022-02-16,27,3,0,0.11
2022-02-18,25,2,0,0.08
2022-02-20,29,2,0,0.07
2022-02-22,18,2,2,0.11
2022-02-26,17,1,0,0.06
2022-02-28,31,3,0,0.1
2022-03-02,23,2,0,0.09
2022-03-04,17,2,0,0.12
2022-03-06,18,0,0,0.0
2022-03-08,22,4,0,0.18
2022-03-10,31,4,0,0.13
2022-03-12,27,6,0,0.22
2022-03-14,35,1,0,0.03
2022-03-16,20,1,0,0.05
2022-03-18,24,2,0,0.08
2022-03-20,25,2,0,0.08
2022-03-22,18,7,0,0.39
2022-03-24,18,1,0,0.06
2022-03-26,22,2,0,0.09
2022-03-28,23,2,0,0.09
2022-03-30,20,2,0,0.1
2022-04-02,20,2,3,0.1
2022-04-04,48,5,0,0.1
2022-04-06,33,3,0,0.09
2022-04-08,45,5,0,0.11
2022-04-10,37,3,0,0.08
2022-04-12,40,4,0,0.1
2022-04-14,32,10,0,0.31
2022-04-16,29,5,0,0.17
2022-04-18,48,3,2,0.06
2022-04-20,31,5,0,0.16
2022-04-22,54,8,0,0.15
2022-04-24,37,5,0,0.14
2022-04-26,62,14,0,0.23
2022-04-28,39,4,0,0.1
2022-04-30,35,4,1,0.11
2022-05-02,32,3,2,0.09
2022-05-04,49,9,0,0.18
2022-05-06,38,6,0,0.16
2022-05-08,40,7,0,0.18
2022-05-10,31,5,0,0.16
2022-05-12,46,4,0,0.09
2022-05-14,33,2,0,0.06
2022-05-16,30,4,0,0.13
2022-05-18,58,9,0,0.16
2022-05-20,33,4,0,0.12
2022-05-22,40,3,0,0.08
2022-05-24,31,8,0,0.26
2022-05-26,37,6,0,0.16
2022-06-02,39,3,0,0.08
2022-06-04,35,1,0,0.03
2022-06-06,39,5,0,0.13
2022-06-08,30,1,6,0.03
2022-06-10,47,6,0,0.13
2022-06-12,43,16,3,0.37
2022-06-14,47,8,0,0.17
2022-06-16,37,9,5,0.24
2022-06-18,34,5,0,0.15
2022-06-20,28,3,0,0.11
2022-06-22,47,3,3,0.06
2022-06-24,43,4,0,0.09
2022-06-26,41,5,0,0.12
2022-06-28,43,4,5,0.09
2022-06-30,34,11,0,0.32
2022-07-02,36,1,0,0.03
2022-07-04,34,4,0,0.12
2022-07-06,41,5,0,0.12
2022-07-08,40,1,0,0.02
2022-07-10,36,11,0,0.31
2022-07-12,33,11,0,0.33
2022-07-14,30,2,0,0.07
2022-07-16,33,2,3,0.06
2022-07-18,36,5,0,0.14
2022-07-20,42,12,0,0.29
2022-07-22,52,10,0,0.19
2022-07-24,55,5,4,0.09
2022-07-26,39,4,2,0.1
2022-07-28,30,1,1,0.03
2022-07-30,45,7,0,0.16
2022-08-02,43,3,0,0.07
2022-08-04,48,3,0,0.06
2022-08-06,37,1,0,0.03
2022-08-08,48,8,0,0.17
2022-08-10,31,6,0,0.19
2022-08-12,36,0,0,0.0
2022-08-14,38,5,0,0.13
2022-08-16,32,1,2,0.03
2022-08-18,59,2,0,0.03
2022-08-20,40,3,0,0.08
2022-08-22,36,5,0,0.14
2022-08-24,47,4,0,0.09
2022-08-26,46,6,0,0.13
2022-08-28,46,8,0,0.17
2022-08-30,45,4,0,0.09
2022-09-02,57,7,0,0.12
2022-09-04,34,7,4,0.21
2022-09-06,38,7,0,0.18
2022-09-08,38,1,2,0.03
2022-09-10,49,6,0,0.12
2022-09-12,31,4,0,0.13
2022-09-14,34,5,0,0.15
2022-09-16,35,14,0,0.4
2022-09-18,45,2,0,0.04
2022-09-20,41,7,0,0.17
2022-09-22,36,2,2,0.06
2022-09-24,35,5,0,0.14
2022-09-26,38,5,0,0.13
2022-09-28,33,3,0,0.09
2022-09-30,45,4,0,0.09
2022-10-02,45,2,0,0.04
2022-10-04,41,4,0,0.1
2022-10-06,50,8,0,0.16
2022-10-08,36,1,0,0.03
2022-10-10,33,2,0,0.06
2022-10-12,44,13,0,0.3
2022-10-14,31,6,0,0.19
2022-10-16,33,5,0,0.15
2022-10-18,29,9,0,0.31
2022-10-20,26,8,0,0.31
2022-10-22,31,11,0,0.35
2022-10-24,24,6,0,0.25
2022-10-26,28,8,0,0.29
2022-10-28,22,4,0,0.18
2022-10-30,25,7,0,0.28
2022-11-01,21,8,0,0.38
2022-11-03,19,4,0,0.21
2022-11-05,36,14,0,0.39
2022-11-07,34,5,0,0.15
2022-11-09,38,5,0,0.13
2022-11-11,21,3,0,0.14
2022-11-13,28,6,0,0.21
2022-11-15,25,6,0,0.24
2022-11-17,20,7,0,0.35
2022-11-19,20,4,0,0.2
2022-11-21,22,3,0,0.14
2022-11-23,20,7,0,0.35
2022-11-25,17,6,0,0.35
2022-11-27,27,10,0,0.37
2022-11-30,22,3,0,0.14
2022-12-02,21,4,0,0.19
2022-12-04,22,5,0,0.23
2022-12-06,24,4,0,0.17
2022-12-08,20,3,0,0.15
2022-12-10,24,8,0,0.33
2022-12-12,16,2,0,0.12
2022-12-14,19,5,0,0.26
2022-12-16,22,6,0,0.27
2022-12-18,18,4,0,0.22
2022-12-20,22,6,0,0.27
2022-12-22,22,4,0,0.18
2022-12-24,18,3,0,0.17
2022-12-26,25,4,0,0.16
2022-12-28,20,5,0,0.25
2022-12-30,26,6,0,0.23
2023-01-01,16,5,0,0.31
2023-01-03,26,6,0,0.23
2023-01-05,15,2,0,0.13
2023-01-07,25,9,0,0.36
2023-01-09,24,6,0,0.25
2023-01-13,28,6,0,0.21
2023-01-15,36,8,0,0.22
2023-01-17,24,9,0,0.38
2023-01-19,39,9,0,0.23
2023-01-21,35,8,0,0.23
2023-01-23,23,3,0,0.13
2023-01-26,30,8,0,0.27
2023-01-28,28,5,0,0.18
2023-02-01,30,6,0,0.2
2023-02-01,27,7,0,0.26
2023-02-01,25,9,0,0.36
2023-02-01,31,5,0,0.16
2023-02-01,24,7,0,0.29
2023-02-03,33,5,0,0.15
2023-02-05,28,10,0,0.36
2023-02-07,23,8,0,0.35
2023-02-09,31,5,0,0.16
2023-02-11,36,9,0,0.25
2023-02-13,24,8,0,0.33
2023-02-15,34,6,0,0.18
2023-02-17,24,8,0,0.33
2023-02-19,30,8,0,0.27
2023-02-21,26,7,0,0.27
2023-02-23,38,6,0,0.16
2023-02-25,22,5,0,0.23
2023-02-27,30,7,0,0.23
2023-03-01,31,8,0,0.26
2023-03-03,33,11,0,0.33
2023-03-05,28,8,0,0.29
2023-03-07,34,8,0,0.24
2023-03-09,33,10,0,0.3
2023-03-11,27,8,0,0.3
2023-03-13,30,9,0,0.3
