date,total,filter,remove,ratio
2021-12-26,23,9,0,0.39
2021-12-28,16,4,0,0.25
2021-12-30,21,3,0,0.14
2022-01-02,18,6,0,0.33
2022-01-08,23,8,0,0.35
2022-01-10,19,4,0,0.21
2022-01-12,21,7,0,0.33
2022-01-14,17,8,2,0.47
2022-01-16,16,3,3,0.19
2022-01-18,29,9,0,0.31
2022-01-20,22,6,0,0.27
2022-01-22,21,4,0,0.19
2022-01-24,24,7,0,0.29
2022-01-26,24,5,0,0.21
2022-01-28,19,7,0,0.37
2022-01-30,19,6,0,0.32
2022-02-02,23,6,1,0.26
2022-02-04,27,7,0,0.26
2022-02-06,26,8,0,0.31
2022-02-08,20,9,1,0.45
2022-02-10,35,10,0,0.29
2022-02-12,29,6,0,0.21
2022-02-14,18,5,0,0.28
2022-02-16,23,9,4,0.39
2022-02-18,25,9,0,0.36
2022-02-20,29,13,0,0.45
2022-02-22,20,6,0,0.3
2022-02-26,17,4,0,0.24
2022-02-28,31,9,0,0.29
2022-03-02,23,5,0,0.22
2022-03-04,17,8,0,0.47
2022-03-06,18,8,0,0.44
2022-03-08,19,4,3,0.21
2022-03-10,31,5,0,0.16
2022-03-12,27,13,0,0.48
2022-03-14,35,13,0,0.37
2022-03-16,20,6,0,0.3
2022-03-18,22,8,2,0.36
2022-03-20,25,11,0,0.44
2022-03-22,18,7,0,0.39
2022-03-24,18,3,0,0.17
2022-03-26,22,11,0,0.5
2022-03-28,23,7,0,0.3
2022-03-30,20,5,0,0.25
2022-04-02,23,11,0,0.48
2022-04-04,48,24,0,0.5
2022-04-06,33,8,0,0.24
2022-04-08,45,14,0,0.31
2022-04-10,37,12,0,0.32
2022-04-12,39,14,1,0.36
2022-04-14,32,13,0,0.41
2022-04-16,29,8,0,0.28
2022-04-18,45,16,5,0.36
2022-04-20,31,5,0,0.16
2022-04-22,54,19,0,0.35
2022-04-24,37,16,0,0.43
2022-04-26,62,17,0,0.27
2022-04-28,39,16,0,0.41
2022-04-30,36,12,0,0.33
2022-05-02,34,7,0,0.21
2022-05-04,49,15,0,0.31
2022-05-06,38,15,0,0.39
2022-05-08,40,17,0,0.42
2022-05-10,31,14,0,0.45
2022-05-12,46,17,0,0.37
2022-05-14,33,8,0,0.24
2022-05-16,30,13,0,0.43
2022-05-18,58,23,0,0.4
2022-05-20,33,10,0,0.3
2022-05-22,40,10,0,0.25
2022-05-24,31,13,0,0.42
2022-05-26,37,10,0,0.27
2022-06-02,39,13,0,0.33
2022-06-04,29,13,6,0.45
2022-06-06,39,8,0,0.21
2022-06-08,36,12,0,0.33
2022-06-10,47,8,0,0.17
2022-06-12,46,16,0,0.35
2022-06-14,46,24,1,0.52
2022-06-16,42,13,0,0.31
2022-06-18,34,16,0,0.47
2022-06-20,28,10,0,0.36
2022-06-22,50,14,0,0.28
2022-06-24,43,10,0,0.23
2022-06-26,41,18,0,0.44
2022-06-28,48,10,0,0.21
2022-06-30,34,13,0,0.38
2022-07-02,36,12,0,0.33
2022-07-04,34,14,0,0.41
2022-07-06,41,9,0,0.22
2022-07-08,40,16,0,0.4
2022-07-10,36,15,0,0.42
2022-07-12,33,12,0,0.36
2022-07-14,30,4,0,0.13
2022-07-16,32,7,4,0.22
2022-07-18,36,12,0,0.33
2022-07-20,42,14,0,0.33
2022-07-22,52,17,0,0.33
2022-07-24,59,26,0,0.44
2022-07-26,41,13,0,0.32
2022-07-28,31,13,0,0.42
2022-07-30,45,13,0,0.29
2022-08-02,43,9,0,0.21
2022-08-04,48,20,0,0.42
2022-08-06,37,12,0,0.32
2022-08-08,48,16,0,0.33
2022-08-10,31,9,0,0.29
2022-08-12,36,16,0,0.44
2022-08-14,38,8,0,0.21
2022-08-16,34,13,0,0.38
2022-08-18,59,29,0,0.49
2022-08-20,40,7,0,0.18
2022-08-22,34,10,2,0.29
2022-08-24,47,18,0,0.38
2022-08-26,45,17,1,0.38
2022-08-28,45,21,1,0.47
2022-08-30,45,16,0,0.36
2022-09-02,57,15,0,0.26
2022-09-04,38,10,0,0.26
2022-09-06,38,8,0,0.21
2022-09-08,40,17,0,0.42
2022-09-10,49,16,0,0.33
2022-09-12,31,7,0,0.23
2022-09-14,34,13,0,0.38
2022-09-16,35,15,0,0.43
2022-09-18,45,13,0,0.29
2022-09-20,41,7,0,0.17
2022-09-22,38,7,0,0.18
2022-09-24,35,9,0,0.26
2022-09-26,38,13,0,0.34
2022-09-28,33,12,0,0.36
2022-09-30,45,10,0,0.22
2022-10-02,45,13,0,0.29
2022-10-04,41,17,0,0.41
2022-10-06,49,14,1,0.29
2022-10-08,33,12,3,0.36
2022-10-10,33,5,0,0.15
2022-10-12,44,14,0,0.32
2022-10-14,31,10,0,0.32
2022-10-16,33,10,0,0.3
2022-10-18,29,11,0,0.38
2022-10-20,26,12,0,0.46
2022-10-22,31,12,0,0.39
2022-10-24,24,11,0,0.46
2022-10-26,28,14,0,0.5
2022-10-28,22,7,0,0.32
2022-10-30,25,12,0,0.48
2022-11-01,21,8,0,0.38
2022-11-03,19,8,0,0.42
2022-11-05,36,16,0,0.44
2022-11-07,34,13,0,0.38
2022-11-09,38,14,0,0.37
2022-11-11,21,10,0,0.48
2022-11-13,28,12,0,0.43
2022-11-15,25,12,0,0.48
2022-11-17,20,7,0,0.35
2022-11-19,20,8,0,0.4
2022-11-21,22,7,0,0.32
2022-11-23,20,8,0,0.4
2022-11-25,17,8,0,0.47
2022-11-27,27,11,0,0.41
2022-11-30,22,8,0,0.36
2022-12-02,21,9,0,0.43
2022-12-04,22,9,0,0.41
2022-12-06,24,8,0,0.33
2022-12-08,20,8,0,0.4
2022-12-10,24,8,0,0.33
2022-12-12,16,7,0,0.44
2022-12-14,19,7,0,0.37
2022-12-16,22,11,0,0.5
2022-12-18,18,8,0,0.44
2022-12-20,22,10,0,0.45
2022-12-22,22,9,0,0.41
2022-12-24,18,6,0,0.33
2022-12-26,25,9,0,0.36
2022-12-28,20,7,0,0.35
2022-12-30,26,9,0,0.35
2023-01-01,16,6,0,0.38
2023-01-03,26,10,0,0.38
2023-01-05,15,7,0,0.47
2023-01-07,25,9,0,0.36
2023-01-09,24,8,0,0.33
2023-01-13,28,10,0,0.36
2023-01-15,36,13,0,0.36
2023-01-17,24,11,0,0.46
2023-01-19,39,13,0,0.33
2023-01-21,35,14,0,0.4
2023-01-23,23,10,0,0.43
2023-01-26,30,11,0,0.37
2023-01-28,28,10,0,0.36
2023-02-01,30,11,0,0.37
2023-02-01,27,10,0,0.37
2023-02-01,25,12,0,0.48
2023-02-01,31,13,0,0.42
2023-02-01,24,11,0,0.46
2023-02-01,26,9,0,0.35
2023-02-03,33,16,0,0.48
2023-02-05,28,10,0,0.36
2023-02-07,23,8,0,0.35
2023-02-09,31,15,0,0.48
2023-02-11,36,17,0,0.47
2023-02-13,24,10,0,0.42
2023-02-15,34,12,0,0.35
2023-02-17,24,10,0,0.42
2023-02-19,30,13,0,0.43
2023-02-21,26,9,0,0.35
2023-02-23,38,18,0,0.47
2023-02-25,22,8,0,0.36
2023-02-27,30,11,0,0.37
2023-03-01,31,11,0,0.35
2023-03-03,33,15,0,0.45
2023-03-05,28,11,0,0.39
2023-03-07,34,16,0,0.47
2023-03-09,33,14,0,0.42
2023-03-11,27,13,0,0.48
2023-03-13,30,14,0,0.47
2023-03-16,34,13,0,0.38
2023-03-18,22,10,0,0.45
2023-03-20,34,17,0,0.5
2023-03-22,24,9,0,0.38
2023-03-24,36,18,0,0.5
2023-03-26,26,12,0,0.46
2023-04-02,24,9,0,0.38
2023-04-04,31,14,0,0.45
2023-04-06,32,15,0,0.47
2023-04-12,27,11,0,0.41
2023-04-14,37,13,0,0.35
2023-04-16,25,9,0,0.36
2023-04-18,35,17,0,0.49
2023-04-20,29,12,0,0.41
2023-04-22,22,10,0,0.45
2023-04-24,24,11,0,0.46
2023-04-26,36,16,0,0.44
2023-04-30,24,10,0,0.42
2023-05-02,24,10,0,0.42
2023-05-04,24,12,0,0.5
2023-05-06,25,9,0,0.36
2023-05-08,34,16,0,0.47
2023-05-10,28,14,0,0.5
2023-05-12,30,11,0,0.37
2023-05-14,32,14,0,0.44
2023-05-16,22,8,0,0.36
2023-05-18,28,10,0,0.36
2023-05-20,37,15,0,0.41
2023-05-22,22,10,0,0.45
2023-05-24,26,12,0,0.46
2023-05-26,36,13,0,0.36
2023-05-28,24,9,0,0.38
2023-05-30,27,12,0,0.44
2023-06-01,26,10,0,0.38
2023-06-03,27,11,0,0.41
2023-06-05,21,9,0,0.43
2023-06-07,36,18,0,0.5
2023-06-09,29,14,0,0.48
2023-06-09,22,8,0,0.36
2023-06-11,26,11,0,0.42
2023-06-13,27,10,0,0.37
2023-06-15,27,13,0,0.48
2023-06-17,26,9,0,0.35
2023-06-17,24,8,0,0.33
2023-06-17,26,11,0,0.42
2023-06-19,23,11,0,0.48
2023-06-21,22,9,0,0.41
2023-06-23,27,12,0,0.44
2023-06-25,22,9,0,0.41
2023-06-27,32,16,0,0.5
2023-06-29,23,10,0,0.43
2023-07-01,31,13,0,0.42
2023-07-03,25,11,0,0.44
2023-07-05,36,17,0,0.47
2023-07-07,29,12,0,0.41
2023-07-09,27,10,0,0.37
2023-07-11,25,10,0,0.4
2023-07-13,28,12,0,0.43
2023-07-15,30,11,0,0.37
2023-07-17,28,10,0,0.36
2023-07-19,28,13,0,0.46
